framework,framework_name,entry_id,entry_name,entry_description,disposition,register_ids,register_names,confidence,note
ibm_atlas,IBM AI Risk Atlas,ibm-overfitting,Overfitting,"Overfitting occurs when a model or algorithm memorizes and fits too closely or exactly to its training data. Overfitting results in a model that might not be able to make accurate predictions or conclusions from any data other than the training data and potentially fails in unexpected scenarios. Overfitting is also related to model collapse, which involves repeatedly training generative models on synthetic data that is generated with LLMs causing the model to lose information and become less accurate.",Mapped,MR-056,Lack of robustness to distribution shift and edge cases,Partial,Overfitting causes generalization failure on shifted or edge inputs; the accuracy angle is MR-050.
ibm_atlas,IBM AI Risk Atlas,ibm-unrepresentative-data,Unrepresentative data,"Unrepresentative data occurs when the training or fine-tuning data is not sufficiently representative of the underlying population or does not measure the phenomenon of interest. Synthetic data might not fully capture the complexity and nuances of real-world data. Causes include possible limitations in the seed data quality, biases in generation methods, or inadequate domain knowledge. Thus, AI models might struggle to generalize effectively to real-world scenarios.",Mapped,MR-059,Poor data quality and representativeness,Clear,Training data not representative of the population is poor data quality and representativeness.
ibm_atlas,IBM AI Risk Atlas,ibm-data-acquisition-restrictions,Data acquisition restrictions,Laws and other regulations might limit the collection of certain types of data for specific AI use cases.,Mapped,MR-011,Unlawful or non-consensual collection and processing of personal data,Partial,Legal limits on collecting data are a lawful-processing constraint; the generic-compliance angle is MR-040.
ibm_atlas,IBM AI Risk Atlas,ibm-data-transfer-restrictions,Data transfer restrictions,Laws and other restrictions can limit or prohibit transferring data.,Mapped,MR-011,Unlawful or non-consensual collection and processing of personal data,Partial,Legal limits on transferring data are a lawful-processing constraint; the generic-compliance angle is MR-040.
ibm_atlas,IBM AI Risk Atlas,ibm-data-usage-restrictions,Data usage restrictions,Laws and other restrictions can limit or prohibit the use of some data for specific AI use cases.,Mapped,MR-011,Unlawful or non-consensual collection and processing of personal data,Partial,Legal limits on using data for a use case are a lawful-processing constraint; the generic-compliance angle is MR-040.
ibm_atlas,IBM AI Risk Atlas,ibm-data-bias,Data bias,Historical and societal biases might be present in data that are used to train and fine-tune models. Biases can also be inherited from seed data or exacerbated by synthetic data generation methods.,Mapped,MR-001,Biased or discriminatory outputs and decisions,Clear,Historical and societal bias in training data is the canonical bias risk; the data-quality mechanism is MR-059.
ibm_atlas,IBM AI Risk Atlas,ibm-confidential-information-in-data,Confidential information in data,Confidential information might be included as part of the data that is used to train or tune the model.,Mapped,MR-013,Disclosure of confidential or proprietary information,Clear,Confidential information in training data risks disclosure of confidential information.
ibm_atlas,IBM AI Risk Atlas,ibm-data-usage-rights-restrictions,Data usage rights restrictions,"Terms of service, license compliance, or other IP issues may restrict the ability to use certain data for building models.",Mapped,MR-039,Intellectual property and copyright infringement,Clear,"Terms-of-service, licence or IP limits on training data are IP and copyright compliance."
ibm_atlas,IBM AI Risk Atlas,ibm-data-privacy-rights-alignment,Data privacy rights alignment,"Applicable laws can establish data subject rights such as opt-out rights, right to access, and right to be forgotten. Synthetic data might raise unique concerns, such as the potential for reidentification of individuals from seemingly anonymous synthetic data. Data subject rights might also be relevant in scenarios where synthetic data is derived from sensitive or personal information.",Mapped,MR-011,Unlawful or non-consensual collection and processing of personal data,Clear,"Data-subject rights such as access, erasure and opt-out are lawful-processing obligations."
ibm_atlas,IBM AI Risk Atlas,ibm-personal-information-in-data,Personal information in data,Inclusion or presence of personal identifiable information (PII) and sensitive personal information (SPI) in the data used for training or fine tuning the model might result in unwanted disclosure of that information.,Mapped,MR-011,Unlawful or non-consensual collection and processing of personal data,Clear,PII or SPI in training data is collection and processing of personal data.
ibm_atlas,IBM AI Risk Atlas,ibm-reidentification,Reidentification,"Even with the removal of personal information (PI) and sensitive personal information (SPI) from data, it might be possible to identify persons due to correlations to other features available in the data.",Mapped,MR-017,Privacy-invasive inference and re-identification,Clear,Re-identifying individuals after PI removal is privacy-invasive inference and re-identification.
ibm_atlas,IBM AI Risk Atlas,ibm-data-poisoning,Data poisoning,"A type of adversarial attack where an adversary or malicious insider injects intentionally corrupted, false, misleading, or incorrect samples into the training or fine-tuning datasets.",Mapped,MR-014,Data and model poisoning and backdoors,Clear,Injecting corrupted samples into training data is data and model poisoning and backdoors.
ibm_atlas,IBM AI Risk Atlas,ibm-lack-of-training-data-transparency,Lack of training data transparency,"Proper documentation contains information about how a model's data was collected, curated, and used to train a model, including any synthetic data generation processes. Without proper documentation it might be harder to satisfactorily explain the behavior of the model.",Mapped,MR-045,"Insufficient documentation, transparency and data provenance",Clear,Insufficient documentation of data collection and curation is the documentation and provenance risk.
ibm_atlas,IBM AI Risk Atlas,ibm-uncertain-data-provenance,Uncertain data provenance,"Data provenance refers to the traceability of data (including synthetic data), which includes its ownership, origin, transformations, and generation. Proving that the data is the same as the original source with correct usage terms is difficult without standardized methods for verifying data sources or generation.",Mapped,MR-045,"Insufficient documentation, transparency and data provenance",Clear,Untraceable data origin and transformations is the documentation and data-provenance risk.
ibm_atlas,IBM AI Risk Atlas,ibm-improper-data-curation,Improper data curation,"Improper collection, generation, and preparation of training or tuning data can result in data label errors, conflicting information or misinformation.",Mapped,MR-059,Poor data quality and representativeness,Clear,Label errors and conflicting information from poor curation is poor data quality.
ibm_atlas,IBM AI Risk Atlas,ibm-improper-retraining,Improper retraining,"Using undesirable output (for example, inaccurate, inappropriate, and user content) for retraining purposes can result in unexpected model behavior.",Mapped,MR-058,Model performance drift and degradation over time,Partial,Retraining on undesirable output causes degradation and feedback-loop drift; the data-quality angle is MR-059.
